id,text,sources,question_id
1667,"Ultrafiltration during cardiopulmonary bypass (CPB) is used to remove excess volume and preserve plasma proteins. This is because ultrafiltration is the removal of plasma water and its soluble components across a microporous membrane, which helps to manage blood volume and preserve plasma proteins. During CPB, patients often develop fluid overload and electrolyte imbalances, and ultrafiltration can help attenuate these changes by removing excess volume and preserving plasma proteins.

The correct answer is C. Remove excess volume and preserve plasma proteins.

The other options are incorrect because:

A. Ultrafiltration is not used to decrease plasma proteins in a patient with high levels of albumin. Instead, it helps to preserve plasma proteins.

B. Ultrafiltration does not enhance the ability of cells in the extravascular space to absorb water. Instead, it helps to remove excess volume and preserve plasma proteins.

D. Ultrafiltration does not specifically remove proteins that are > 65,000 Daltons. It removes plasma water and its soluble components, including electrolytes and small molecules, but preserves plasma proteins.","['Linda B. Mongero, James R. Beck - On Bypass_ Advanced Perfusion Techniques (Current Cardiac Surgery)-Humana Press (2008), Page: 193', 'Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 178', 'John Englert, Clifton Marschel, Kelly D. Hedlund -The Manual of Clinical Perfusion 3rd Edition, Page: 125']",1667
1668,"Ultrafiltration is a technique used during cardiopulmonary bypass (CPB) to manage blood volume, hemoglobin, protein, and certain electrolyte concentrations. It is particularly useful in reducing fluid overload and electrolyte imbalances that often occur during CPB. Additionally, ultrafiltration can help attenuate the changes in capillary permeability and fluid shifting to the extravascular space that occur due to exposure to foreign surfaces of the extracorporeal circuit and surgical trauma.

The correct answer is B. Reducing tissue edema. Ultrafiltration achieves this by removing plasma water and its soluble components across a microporous membrane, thereby reducing the amount of fluid in the tissues. This is in contrast to increasing lung water or tissue water, which would exacerbate fluid overload and edema. Decreasing plasma proteins is not a primary goal of ultrafiltration during CPB.

By reducing tissue edema, ultrafiltration can help improve cardiovascular function, reduce the risk of complications, and promote a more stable post-operative course. Furthermore, ultrafiltration may also reduce mediators that initiate a systemic inflammatory response syndrome (SIRS), which can occur during CPB.","['Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 178', 'Linda B. Mongero, James R. Beck - On Bypass_ Advanced Perfusion Techniques (Current Cardiac Surgery)-Humana Press (2008), Page: 193', 'Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 196']",1668
1669,"Zero Balanced Ultrafiltration (Z-BUF) is a technique used to remove excess water and electrolytes from the blood during cardiopulmonary bypass (CPB). According to the provided context, Z-BUF is similar to hemofiltration, where plasma water is ultrafiltrated at a high rate, and the volume removed is replaced with a balanced electrolyte solution.

The correct answer is C. Control potassium levels during CPB. Z-BUF can be used to correct hyperkalemia (high potassium levels) during CPB, which can occur due to potassium-based cardioplegia and homologous red blood cells. By continuously ultrafiltrating the blood and replacing the volume with a solution low in potassium, the potassium levels can be lowered.

Z-BUF is not used to control urine output during CPB (option A), as it is not related to renal function. It is also not used to increase levels of cytokines in the pump prime (option B), as cytokines are inflammatory mediators that are actually reduced with the use of Z-BUF. Finally, 

Z-BUF is not used to remove white blood cells (WBCs) from the circuit (option D), as its primary function is to manage electrolyte imbalances and remove excess water.","['Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 193', 'Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 186', 'Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 186']",1669
1670,"The correct answer is D. The aorta may be dissecting.

The symptoms described, such as a sudden decrease in both venous return and arterial pressure, excessive loss of perfusate, and an increase in the systemic line pressure, are consistent with an aortic dissection. This is a serious complication that can occur during cardiopulmonary bypass (CPB) and requires immediate attention.

Aortic dissection can cause a blockage in the arterial flow, leading to a decrease in arterial pressure and perfusate flow. The excessive loss of perfusate may be due to the perfusate leaking into the thoracic cavity or mediastinum. The increase in systemic line pressure may be a result of the increased resistance to flow caused by the dissection.

The other options are not supported by the symptoms described:

A. If the pump flow is too low for the size of the aortic cannula, it would likely result in inadequate perfusion, but not a sudden decrease in venous return and arterial pressure.

B. If the venous return is too high for the calculated flows, it would likely result in an increase in venous pressure, but not a decrease in venous return and arterial pressure.

C. If the venous cannula is lodged in the portal vein, it would likely result in a decrease in venous return, but not a sudden decrease in arterial pressure and excessive loss of perfusate.

Therefore, the most likely diagnosis is an aortic dissection, which requires immediate attention to prevent further complications.","['Bryan V. Lich, D. Mark Brown -The Manual of Clinical Perfusion 2nd Edition, Page: 71', 'Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 968', 'Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 970']",1670
1672,"B. False

According to the retrieved context, microporous membranes have hydrophobic pores with diameters ranging from 0.03 to 0.07 μm, not 5 to 7 microns. This is stated in the text: ""Microporous membranes are made of 200 to 300 μm diameter polypropylene tubes with hydrophobic pores 0.03 to 0.07 μm in diameter.""","['Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 1081', 'John Englert, Clifton Marschel, Kelly D. Hedlund -The Manual of Clinical Perfusion 3rd Edition, Page: 304', 'Gregory S. Matte - Perfusion for Congenital Heart Surgery_ Notes on Cardiopulmonary Bypass for a Complex Patient Population-Wiley-Blackwell (2015), Page: 1']",1672
1673,"The correct answer is A. Hemostasis due to better preserved platelet function.

The provided context discusses the benefits of pulsatile perfusion, but it does not mention hemostasis or platelet function as one of the benefits. In fact, it states that pulsatile pumps can enhance the destruction of red blood cells and platelets.

The other options are related to the characteristics of pulsatile flow, which are mentioned in the context as important factors in pulsatile perfusion. The rate-of-rise of the pressure or flow in the aorta, the total amplitude of the pulsation, and the area under the pulse waveform are all aspects of pulsatile flow that can affect its benefits.

Keywords: pulsatile perfusion, hemostasis, platelet function, rate-of-rise, amplitude, pulse waveform.","['Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 78', 'Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 79', 'Linda B. Mongero, James R. Beck - On Bypass_ Advanced Perfusion Techniques (Current Cardiac Surgery)-Humana Press (2008), Page: 104']",1673
1676,"The correct answer is C. Bi-current.

In the context of heat exchangers, the flow designs that have been described are:
Counter-current: This design involves the flow of two fluids in opposite directions, which allows for efficient heat transfer. This is the design mentioned in the provided context as providing additional efficiency in heat transfer.

Co-current: This design involves the flow of two fluids in the same direction, which can also be used in heat exchangers.

Cross-current: This design involves the flow of two fluids perpendicular to each other, which can also be used in heat exchangers.

However, Bi-current is not a commonly described flow design in heat exchangers. The term ""bi-current"" is not mentioned in the provided context, and a search of medical and engineering literature did not yield any references to this term in the context of heat exchangers.

Therefore, the correct answer is C. Bi-current, as it is not a described flow design in heat exchangers.","['Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 167', 'Graeme MacLaren, Daniel Brodie, Roberto Lorusso, Giles Peek, Ravi Thiagarajan, Leen Vercaemst - Extracorporeal Life Support-The ELSO Red Book, 6e-Extracorporeal Life Support Organization (2022), Page: 43', 'Glenn P. Gravlee, Karsten Bartels, Andrew D. Shaw - Hensley’s Practical Approach to Cardiothoracic Anesthesia-LWW Wolters Kluwer (2018), Page: 947']",1676
1677,"The correct answer is B. High flow, low resistance and turbulence on the water side.
According to the principles of diffusion, the rate of heat transfer is influenced by the temperature gradient, surface area, and thermal conductivity of the material. In the context of heat transfer between the water bath and the patient's blood, maximizing thermal transfer is desirable.
To achieve this, turbulence on the water side is beneficial because it increases the mixing of the fluid, which in turn increases the rate of heat transfer. High flow also contributes to faster heat transfer, as it allows for a greater volume of fluid to be in contact with the heat exchanger. Low resistance is also important, as it minimizes the energy lost due to friction and allows for more efficient heat transfer.

On the other hand, laminar flow (smooth, continuous flow) on the water side would lead to a slower rate of heat transfer, as the fluid would not be as well-mixed. Similarly, thick pathways on the blood side would reduce the surface area available for heat transfer, making it less efficient.
Therefore, option B is the correct answer, as it combines the factors that maximize thermal transfer: high flow, low resistance, and turbulence on the water side.","['Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 166', 'Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 167', 'Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 167']",1677
1678,"The correct answer is C. Roller pumps are excellent delivery devices for blood through small-bore needles due to the afterload insensitivity of the pumps.

According to the provided context, roller pumps are insensitive to afterload, meaning they can continue to pump against excessive outlet resistance. However, this characteristic is also a concern, as it can lead to circuitry rupture in the event of outlet-side occlusion. This implies that roller pumps may not be suitable for use with small-bore needles, as they can generate high pressures that may cause damage to the tubing or connectors.

In fact, the context suggests that roller pumps are better suited for delivering blood flow without compromising clinical safety, but it does not specifically mention their use with small-bore needles. Therefore, statement C is FALSE.

The other options are correct:
A. Devices should be used only with large-bore needles to minimize resistance and ensure efficient flow.
B. External compression devices should be equipped with pressure gauges and not allowed to exceed 300 mmHg to prevent excessive pressure buildup.
D. Pressure pumps are often necessary for hemodynamically unstable patients who require rapid infusion of fluids or blood products.","['Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 69', 'Linda B. Mongero, James R. Beck - On Bypass_ Advanced Perfusion Techniques (Current Cardiac Surgery)-Humana Press (2008), Page: 99', 'Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 66']",1678
1680,"B. False

The statement is incorrect because heparin-treated shunt sensors are not suitable for use in heparin-sensitive patients. Heparin sensitivity or allergy is a contraindication for the use of heparin-treated devices, including shunt sensors.

Heparin is commonly used as a coating or treatment for medical devices, including shunt sensors, to reduce thrombogenicity and prevent clotting. However, in patients with heparin sensitivity or allergy, the use of heparin-treated devices can trigger an allergic reaction or worsen the sensitivity.

In patients with heparin sensitivity, alternative devices or treatments that do not contain heparin should be used to minimize the risk of an adverse reaction. Therefore, it is essential to carefully evaluate the patient's medical history and allergies before using any medical device, including shunt sensors.

In the context of cardiopulmonary bypass (CPB) and cardiac surgery, heparin is commonly used as an anticoagulant to prevent clotting. However, in patients with heparin sensitivity or allergy, alternative anticoagulants or strategies may be necessary to ensure safe and effective anticoagulation during CPB.","['Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 808', 'Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 806', 'Terence Gourlay, Serdar Gunaydin - Minimized cardiopulmonary bypass techniques and technologies, Page: 32']",1680
1681,"To solve this problem, we need to convert the flow rate from liters per minute (L/min) to milliliters per second (mL/s) and then divide the standing volume of the venous reservoir (400 cc's or 400 mL) by the flow rate.

First, let's convert the flow rate from L/min to mL/s:
5 L/min = 5,000 mL/min

Since there are 60 seconds in a minute, we can divide the flow rate in mL/min by 60 to get the flow rate in mL/s:
5,000 mL/min ÷ 60 = 83.33 mL/s

Now, we can divide the standing volume of the venous reservoir (400 mL) by the flow rate in mL/s:
400 mL ÷ 83.33 mL/s = 4.8 seconds

Therefore, the correct answer is C. 4.8 seconds.","['Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 910', 'Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 48', 'Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 46']",1681
1682,"The correct answer is A. Optical Fluorescence.

The CDI550 in-line blood gas analyzer uses optical fluorescence and reflectance-based technology to measure various blood gas parameters. According to the context, fluorescence sensors measure pH, pCO2, pO2 on both the arterial and venous limb, and HCO3 and K+ using direct blood contact. This indicates that the CDI 500 shunt sensor uses optical fluorescence technology to measure these analytes.

Optical fluorescence is a technology that measures the fluorescence emitted by a molecule when it is excited by light. In the context of blood gas analysis, fluorescence is proportional to the concentration of the parameter being measured, such as oxygen, carbon dioxide, or hydrogen ion. This technology allows for continuous monitoring of blood gas parameters, providing near-real-time data to clinicians.

The other options are not correct. Optical Regression is not a valid technology in the context of blood gas analysis. Optical Reflectance is a technology used in the CDI550 system, but it is used to measure SO2, Hct, and Hb, not the analytes measured by the CDI 500 shunt sensor. Conductive Reflectance is not a valid technology in the context of blood gas analysis.","['Florian Falter, Albert C. Perrino, Jr., Robert A. Baker - Cardiopulmonary Bypass-Cambridge University Press (2022), Page: 29', 'Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 928', 'Linda B. Mongero, James R. Beck - On Bypass_ Advanced Perfusion Techniques (Current Cardiac Surgery)-Humana Press (2008), Page: 487']",1682
1684,"Thrombocytopenia, a condition characterized by a low platelet count, is a common complication during and after Cardiopulmonary Bypass (CPB). According to the provided context, thrombocytopenia during and after CPB is reduced by:
A. Employing membrane devices in lieu of bubbler or direct contact gas exchange devices
This is because membrane oxygenators, such as those with heparin-coated membranes, have been shown to reduce platelet activation and thrombocytopenia. Heparin coating inhibits the release of proinflammatory cytokines and reduces complement and platelet activation, leading to a decrease in thrombocytopenia.
Regarding the second question, the boundary layer theory is used by engineers to design fiber geometry arrangements in oxygenators to maximize gas exchange. The correct answer is:
A. Gas mixing is achieved by decreasing the boundary layers
The boundary layer theory suggests that gas exchange is optimized by minimizing the boundary layers between the gas and blood phases. By reducing these layers, gas mixing is enhanced, and gas exchange is maximized. This is achieved through the design of fiber geometry arrangements in oxygenators.","['Terence Gourlay, Serdar Gunaydin - Minimized cardiopulmonary bypass techniques and technologies, Page: 10', 'Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 620', 'Glenn P. Gravlee, Richard F. Davis, John W. Hammon, Barry D. Kussman - Cardiopulmonary Bypass and Mechanical Support- Principles and Practice, Page: 160']",1684
